transaction_id,customer_id,merchant_id,merchant_category,payment_method,location_type,hour,day_of_week,amount,failed_attempts_24h,txn_count_1h,txn_count_24h,account_age_days,previous_chargebacks,device_changed,ip_location_mismatch,is_fraud
TXN0012245,12181,594,fuel,credit_card,same_city,18,3,50.0,0,1,7,2393,0,0,1,0
TXN0012246,10420,893,travel,credit_card,same_city,21,0,209.14,0,2,4,230,0,0,1,0
TXN0012247,12260,742,fashion,debit_card,same_city,4,4,98.6,0,2,4,1923,0,0,0,0
TXN0012248,12947,872,fuel,credit_card,same_city,21,0,121.33,0,0,8,1387,1,0,0,0
TXN0012249,12529,792,fashion,debit_card,same_city,12,3,58.33,1,1,6,1395,0,1,0,0
TXN0012250,10347,762,fuel,credit_card,same_city,18,1,100.65,1,0,7,216,0,0,0,0
TXN0012251,10165,623,restaurant,credit_card,different_state,19,3,50.13,0,2,6,12,1,0,0,0
TXN0012252,10936,787,gaming,net_banking,same_city,2,1,161.6,0,1,5,2085,0,0,0,0
TXN0012253,10347,766,fashion,wallet,same_state,17,0,74.78,0,0,7,1173,0,0,0,0
TXN0012254,12896,608,grocery,credit_card,same_city,13,3,53.61,1,1,7,1093,1,0,0,0
TXN0012255,10397,847,fashion,debit_card,same_city,4,2,50.0,0,0,7,1679,0,1,0,0
TXN0012256,10582,547,crypto,credit_card,different_state,14,0,134.6,0,1,5,656,0,0,1,0
TXN0012257,12773,800,gaming,upi,same_city,20,3,64.18,0,3,5,179,0,0,0,0
TXN0012258,11600,594,gaming,upi,same_city,4,6,80.1,2,1,6,1919,1,1,1,0
TXN0012259,10307,532,fuel,debit_card,same_city,16,5,50.0,0,1,3,2162,0,0,0,0
TXN0012260,12845,617,fuel,debit_card,same_city,6,0,95.94,0,2,6,1172,0,0,0,0
TXN0012261,12766,631,travel,credit_card,same_city,10,0,467.98,1,0,6,602,0,0,0,0
TXN0012262,12513,750,fuel,credit_card,different_state,10,5,214.79,0,1,7,2197,1,0,0,0
TXN0012263,10098,802,grocery,debit_card,same_city,17,3,50.0,1,1,10,878,0,0,0,0
TXN0012264,11265,621,electronics,debit_card,same_state,14,5,198.72,0,2,6,1480,1,0,0,0
TXN0012265,10157,717,grocery,credit_card,same_city,2,0,54.28,0,2,4,692,0,0,0,0
TXN0012266,12657,552,gaming,debit_card,different_state,12,4,50.0,0,2,5,1078,1,0,0,0
TXN0012267,10553,625,gaming,debit_card,same_city,6,3,113.28,0,0,4,1184,0,1,1,0
TXN0012268,10650,658,travel,credit_card,same_city,13,4,569.04,0,0,3,661,0,0,0,0
TXN0012269,12967,658,gaming,upi,same_city,4,1,325.53,0,0,4,852,0,0,0,0
TXN0012270,12274,782,fashion,credit_card,same_city,16,0,132.07,0,0,6,1493,0,0,1,0
TXN0012271,12470,588,fashion,debit_card,same_state,18,1,125.74,1,0,5,501,0,0,0,0
TXN0012272,12290,675,grocery,debit_card,different_state,17,1,170.65,1,2,10,1548,0,0,1,0
TXN0012273,12577,791,restaurant,upi,same_city,19,1,127.93,0,1,8,10,0,1,0,0
TXN0012274,11068,658,fashion,debit_card,different_state,15,6,178.03,0,3,6,1669,0,0,0,0
TXN0012275,11495,748,fashion,credit_card,same_city,8,0,57.78,0,0,5,2169,0,0,1,0
TXN0012276,12418,856,electronics,credit_card,same_city,21,6,50.0,0,2,8,1906,0,0,0,0
TXN0012277,11878,621,grocery,credit_card,same_city,15,1,56.25,1,0,4,810,0,0,0,0
TXN0012278,12699,736,restaurant,upi,different_state,12,5,50.0,0,1,5,2198,0,0,0,0
TXN0012279,12736,624,restaurant,upi,same_city,17,6,732.11,0,0,4,882,0,0,0,0
TXN0012280,10733,814,crypto,wallet,same_city,1,5,300.8,0,2,8,1063,0,0,0,0
TXN0012281,11950,778,restaurant,net_banking,same_state,17,1,220.57,0,2,10,32,0,0,0,0
TXN0012282,10091,854,grocery,debit_card,different_state,19,5,92.68,0,3,6,304,1,0,0,0
TXN0012283,12219,823,grocery,debit_card,different_state,12,3,50.0,0,0,6,2118,0,0,0,0
TXN0012284,11627,591,jewelry,upi,international,18,1,616.1,0,2,6,544,0,0,0,0
TXN0012285,11215,604,grocery,credit_card,different_state,9,5,94.06,1,1,5,2032,0,0,0,0
TXN0012286,11100,541,grocery,credit_card,same_city,21,2,67.86,0,0,5,978,0,0,0,0
TXN0012287,11304,896,crypto,upi,same_city,11,0,406.45,1,1,5,291,0,0,1,0
TXN0012288,11387,628,travel,debit_card,different_state,23,3,223.5,0,0,6,40,0,0,1,0
TXN0012289,10178,552,electronics,upi,international,19,4,150.85,0,2,8,1177,0,0,0,0
TXN0012290,12285,667,travel,wallet,same_city,21,6,858.95,0,0,7,1316,0,1,0,0
TXN0012291,12924,589,jewelry,wallet,same_city,15,2,1699.18,0,1,4,2446,0,1,0,0
TXN0012292,12949,746,gaming,debit_card,same_state,22,5,109.8,0,1,3,839,0,0,0,0
TXN0012293,10279,673,fashion,wallet,same_city,18,5,50.0,0,1,10,2002,0,0,1,0
TXN0012294,11042,871,restaurant,credit_card,same_city,8,4,168.77,2,0,7,831,0,0,0,0
TXN0012295,11618,586,travel,credit_card,different_state,3,2,286.04,0,2,4,1284,0,1,0,0
TXN0012296,12787,868,grocery,debit_card,same_city,11,3,133.45,0,1,3,1265,0,0,0,0
TXN0012297,10370,649,electronics,wallet,same_city,23,2,244.76,0,2,8,216,0,0,0,0
TXN0012298,11800,748,grocery,credit_card,same_city,2,0,261.15,0,2,6,2263,0,0,0,0
TXN0012299,12917,614,grocery,upi,different_state,2,6,50.0,0,1,7,30,0,0,0,0
TXN0012300,11703,679,fuel,credit_card,same_city,23,0,110.53,0,1,3,174,0,0,0,0
TXN0012301,12268,619,electronics,upi,same_city,15,0,326.29,0,2,9,2267,0,0,1,0
TXN0012302,12967,527,travel,wallet,same_city,2,2,409.14,0,0,3,2181,1,0,0,0
TXN0012303,10303,808,grocery,credit_card,same_city,19,3,265.05,0,1,4,669,0,0,0,0
TXN0012304,11348,616,fuel,credit_card,same_city,4,5,104.77,0,3,6,1376,0,0,0,0
TXN0012305,11460,690,fuel,upi,same_city,16,1,50.0,0,0,3,1577,1,1,1,0
TXN0012306,12485,644,electronics,credit_card,same_city,15,3,513.61,0,1,10,2153,1,0,1,0
TXN0012307,11193,819,grocery,credit_card,same_state,3,3,70.26,0,1,4,1677,1,0,0,0
TXN0012308,12422,761,electronics,upi,same_city,0,4,273.27,0,1,5,2432,0,0,0,0
TXN0012309,12428,641,travel,debit_card,same_city,17,5,555.92,0,0,4,1984,1,0,0,0
TXN0012310,12061,613,grocery,debit_card,same_city,8,3,91.0,0,1,8,2269,1,0,0,0
TXN0012311,12790,883,travel,credit_card,same_city,8,1,369.91,0,0,5,155,0,0,1,0
TXN0012312,10668,772,gaming,debit_card,same_state,7,2,50.0,0,0,3,282,0,0,0,0
TXN0012313,10499,537,grocery,wallet,same_state,12,2,145.31,1,0,5,2047,0,0,0,0
TXN0012314,11414,696,grocery,debit_card,international,1,1,121.11,0,1,6,2168,0,0,0,0
TXN0012315,11572,512,electronics,upi,same_city,4,2,250.32,0,0,1,2361,0,0,0,0
TXN0012316,12612,611,jewelry,upi,same_state,20,0,851.57,0,0,8,445,0,0,0,0
TXN0012317,10529,636,restaurant,debit_card,same_city,18,2,50.0,0,2,10,1325,0,1,0,0
TXN0012318,12006,671,grocery,wallet,same_state,23,0,209.57,1,2,6,1912,0,0,0,0
TXN0012319,12539,626,grocery,credit_card,same_city,18,1,176.52,0,1,5,2231,0,0,0,0
TXN0012320,11219,861,fuel,debit_card,same_city,1,1,50.0,0,1,3,2153,0,0,0,0
TXN0012321,10754,832,electronics,wallet,same_city,17,6,439.44,0,1,3,882,0,0,0,0
TXN0012322,12347,518,travel,wallet,same_city,15,3,135.11,1,0,6,1930,1,0,0,0
TXN0012323,10814,707,restaurant,credit_card,same_city,11,2,133.23,0,1,6,1591,0,0,0,0
TXN0012324,12594,657,restaurant,upi,different_state,16,6,196.06,0,1,6,1422,0,0,0,0
TXN0012325,10726,659,travel,wallet,same_city,6,4,500.62,0,2,5,365,0,0,0,0
TXN0012326,10730,833,electronics,credit_card,same_city,5,5,787.43,0,2,4,968,0,0,0,0
TXN0012327,10827,739,fuel,credit_card,same_city,3,2,50.0,0,1,7,2223,0,0,0,0
TXN0012328,12649,875,travel,wallet,international,13,3,493.97,0,0,10,1009,0,0,0,0
TXN0012329,11331,578,gaming,wallet,same_city,20,6,278.8,0,0,7,1637,0,1,0,0
TXN0012330,12046,831,travel,upi,same_city,15,2,1076.17,0,3,9,1783,0,0,0,0
TXN0012331,12815,856,fuel,credit_card,same_city,21,4,162.34,0,2,6,933,0,0,0,0
TXN0012332,10874,830,fashion,debit_card,same_city,12,2,112.62,0,1,6,1144,0,0,0,0
TXN0012333,12984,696,travel,net_banking,same_state,0,4,455.98,1,0,5,984,0,0,0,0
TXN0012334,12178,619,electronics,upi,same_city,0,4,132.7,0,1,8,210,0,0,0,0
TXN0012335,12003,747,gaming,debit_card,same_city,20,6,182.49,0,0,5,210,0,1,0,0
TXN0012336,11677,638,fuel,debit_card,same_city,22,3,87.2,1,0,7,1273,0,0,0,0
TXN0012337,10607,725,travel,upi,different_state,0,4,83.46,0,3,5,2270,0,1,0,0
TXN0012338,12073,582,restaurant,credit_card,different_state,0,1,86.4,1,1,7,1980,0,1,0,1
TXN0012339,11477,525,gaming,net_banking,same_city,11,4,378.66,0,1,3,1549,0,0,0,0
TXN0012340,10634,627,electronics,net_banking,different_state,20,1,322.53,0,0,2,550,0,0,0,0
TXN0012341,11209,722,travel,net_banking,international,23,1,144.38,0,1,2,1747,0,0,0,0
TXN0012342,10483,838,electronics,net_banking,same_city,19,0,353.03,0,1,5,1795,0,0,0,0
TXN0012343,12727,543,grocery,credit_card,same_city,16,0,50.0,1,1,7,2083,0,0,0,0
TXN0012344,11074,583,fuel,credit_card,same_city,18,1,86.66,0,1,6,2031,0,0,0,0
TXN0012345,11914,524,jewelry,credit_card,same_state,19,4,437.23,1,0,5,307,0,0,1,0
TXN0012346,12052,719,electronics,debit_card,same_city,19,6,193.76,1,0,4,1773,0,0,0,1
TXN0012347,10588,792,fashion,debit_card,same_city,21,4,97.18,0,1,2,1409,0,0,0,0
TXN0012348,12255,703,grocery,wallet,same_city,8,6,50.0,0,0,5,520,0,1,0,0
TXN0012349,12304,867,fuel,upi,international,17,4,50.0,0,2,9,1511,0,1,0,0
TXN0012350,11228,692,restaurant,credit_card,same_city,14,0,60.27,0,1,5,25,0,0,0,0
TXN0012351,11973,501,fuel,debit_card,different_state,9,0,381.27,0,0,4,515,0,0,0,0
TXN0012352,12058,701,fuel,debit_card,different_state,1,5,79.27,0,2,6,1659,1,0,1,0
TXN0012353,10948,853,grocery,upi,different_state,15,1,444.79,0,0,2,420,0,0,0,0
TXN0012354,12055,531,grocery,credit_card,different_state,15,4,289.89,0,1,4,1855,0,1,0,0
TXN0012355,12983,588,fashion,credit_card,different_state,13,2,94.07,0,1,4,333,0,0,0,0
TXN0012356,12079,701,fashion,credit_card,same_city,4,1,203.08,0,3,9,213,1,1,1,0
TXN0012357,12007,677,fashion,debit_card,same_city,4,6,167.34,0,2,4,786,0,0,0,0
TXN0012358,12587,692,travel,upi,same_city,15,5,337.83,0,2,6,2114,0,0,0,0
TXN0012359,11741,659,travel,debit_card,same_city,15,3,534.94,0,0,3,40,0,0,0,0
TXN0012360,10386,792,grocery,debit_card,different_state,18,5,50.0,0,0,11,2315,1,0,0,0
TXN0012361,11251,703,jewelry,wallet,different_state,5,1,578.82,0,0,8,1903,0,0,0,0
TXN0012362,12687,740,travel,debit_card,different_state,10,5,161.18,0,2,7,494,0,0,0,0
TXN0012363,11790,614,grocery,wallet,same_city,22,6,50.0,0,1,7,479,0,0,0,0
TXN0012364,11498,709,grocery,upi,same_city,1,6,338.79,0,0,3,1536,0,0,0,0
TXN0012365,10206,721,travel,upi,same_state,15,0,1277.91,0,1,3,807,0,0,0,0
TXN0012366,11818,896,fuel,debit_card,same_state,10,1,332.05,0,1,4,188,0,1,0,0
TXN0012367,11780,681,restaurant,upi,different_state,14,5,174.45,0,2,4,810,0,0,0,0
TXN0012368,12604,758,travel,upi,same_city,14,4,108.73,0,1,3,2166,0,0,0,0
TXN0012369,12395,539,restaurant,upi,same_city,10,5,50.0,0,2,5,1423,0,0,0,0
TXN0012370,10792,829,gaming,credit_card,different_state,16,0,589.66,1,0,5,1482,0,0,0,0
TXN0012371,12281,821,crypto,wallet,same_state,7,0,822.3,0,1,11,1444,1,0,0,0
TXN0012372,11724,559,electronics,credit_card,international,19,6,94.88,0,0,9,1745,0,0,0,0
TXN0012373,11005,510,grocery,upi,same_city,22,5,331.42,0,1,1,1114,0,0,0,0
TXN0012374,12784,619,fashion,credit_card,same_state,19,2,65.36,0,1,4,1185,0,0,0,0
TXN0012375,10941,884,electronics,upi,same_state,17,4,74.27,0,1,5,2268,0,0,0,1
TXN0012376,11165,541,restaurant,wallet,international,6,4,139.36,0,3,9,416,0,0,0,0
TXN0012377,12223,689,grocery,wallet,different_state,6,3,82.86,0,2,3,1500,0,0,0,1
TXN0012378,11677,622,fashion,upi,same_city,18,2,278.45,0,0,2,2413,0,0,0,0
TXN0012379,10448,688,jewelry,net_banking,same_city,18,5,374.13,0,0,4,2457,0,0,0,0
TXN0012380,10591,751,electronics,credit_card,same_city,12,6,88.5,0,4,9,1616,0,1,0,0
TXN0012381,10081,591,restaurant,credit_card,different_state,17,2,79.93,0,0,2,793,0,0,0,0
TXN0012382,12182,712,grocery,wallet,same_city,12,3,69.03,0,1,6,1736,0,0,0,0
TXN0012383,12903,817,fashion,credit_card,different_state,15,1,129.56,0,3,10,1780,0,0,1,0
TXN0012384,11406,701,gaming,debit_card,same_city,2,3,167.75,1,0,4,2446,0,0,0,0
TXN0012385,11480,767,grocery,debit_card,same_city,12,3,50.0,0,1,5,800,0,1,0,0
TXN0012386,12487,654,grocery,debit_card,same_city,3,6,50.0,0,2,8,1852,0,0,0,0
TXN0012387,11079,694,grocery,credit_card,international,1,6,111.34,0,2,4,2045,0,0,0,0
TXN0012388,12744,527,fuel,wallet,same_state,22,4,50.0,0,0,4,2281,0,0,1,0
TXN0012389,10418,693,fuel,debit_card,same_city,22,4,144.71,0,0,3,1432,0,0,1,0
TXN0012390,10087,722,fuel,net_banking,same_city,0,6,55.51,0,1,2,61,0,0,0,0
TXN0012391,12703,606,electronics,debit_card,same_city,18,1,565.79,1,2,9,1771,0,0,0,0
TXN0012392,10214,648,grocery,debit_card,same_city,8,2,148.99,0,1,3,1306,0,0,0,0
TXN0012393,11758,634,restaurant,credit_card,same_city,11,6,50.0,1,1,6,974,0,0,0,0
TXN0012394,12599,594,fashion,wallet,same_state,16,4,126.57,0,1,6,488,0,0,0,0
TXN0012395,11520,769,grocery,credit_card,same_state,22,2,50.0,0,2,7,2102,0,0,1,0
TXN0012396,11717,873,fashion,net_banking,same_city,8,1,120.16,0,0,3,1040,0,0,0,0
TXN0012397,12550,625,crypto,upi,different_state,7,1,1005.84,1,0,2,362,0,0,0,0
TXN0012398,12746,858,grocery,wallet,same_city,15,4,124.32,0,0,10,1352,0,0,0,0
TXN0012399,12292,828,jewelry,credit_card,same_state,16,0,50.0,1,1,6,797,0,0,1,0
TXN0012400,11501,817,fashion,debit_card,same_state,20,5,346.22,0,0,4,850,0,0,0,0
TXN0012401,10308,511,crypto,credit_card,different_state,2,5,323.27,0,4,9,1769,0,1,1,0
TXN0012402,10230,793,gaming,credit_card,same_state,5,5,50.0,0,1,9,1991,0,0,0,0
TXN0012403,10154,794,fashion,debit_card,same_city,1,3,324.05,0,1,9,265,0,0,0,0
TXN0012404,11198,841,grocery,debit_card,same_city,23,2,64.01,1,3,4,2332,0,0,0,0
TXN0012405,12895,503,fuel,debit_card,same_city,15,3,133.49,0,2,10,1213,0,0,1,0
TXN0012406,10114,803,travel,upi,different_state,4,6,148.43,0,0,6,1448,0,0,0,1
TXN0012407,11413,890,grocery,debit_card,same_state,22,1,50.0,0,0,6,868,0,1,0,1
TXN0012408,10310,815,electronics,net_banking,international,7,0,342.1,1,3,9,361,0,0,0,0
TXN0012409,10992,667,electronics,credit_card,same_city,2,2,547.74,0,2,7,2165,0,0,0,0
TXN0012410,12347,507,fuel,credit_card,same_city,0,0,194.73,0,0,6,2170,0,0,0,0
TXN0012411,11041,623,grocery,debit_card,same_city,9,2,50.0,0,1,5,760,0,0,0,0
TXN0012412,12831,871,fuel,upi,same_city,23,5,97.84,1,0,3,2033,0,0,0,0
TXN0012413,10011,813,fashion,credit_card,different_state,18,3,229.77,2,1,3,1416,1,0,0,0
TXN0012414,11427,684,electronics,debit_card,same_city,7,2,50.0,0,2,7,2004,0,0,0,0
TXN0012415,12279,534,electronics,credit_card,same_city,6,0,1470.15,0,2,6,2293,0,0,0,0
TXN0012416,12013,572,grocery,upi,same_city,4,0,283.34,1,1,3,1776,1,0,0,0
TXN0012417,10729,870,gaming,credit_card,same_state,11,1,171.24,0,0,6,508,0,0,0,0
TXN0012418,11301,512,fashion,debit_card,same_city,15,2,167.88,0,3,9,2480,0,0,0,0
TXN0012419,11376,538,electronics,upi,same_state,20,5,273.82,0,0,2,1579,0,0,0,0
TXN0012420,12036,583,grocery,credit_card,same_city,9,6,50.0,1,1,5,1074,0,0,0,0
TXN0012421,12350,520,gaming,net_banking,same_city,17,3,74.65,0,1,9,2050,0,0,0,0
TXN0012422,10540,752,restaurant,debit_card,same_city,7,4,503.7,0,2,5,471,0,0,1,0
TXN0012423,12517,802,grocery,credit_card,different_state,19,2,194.75,0,1,7,1773,0,0,0,1
TXN0012424,12860,757,fashion,credit_card,same_state,15,4,755.91,0,1,7,932,0,0,0,0
TXN0012425,10076,799,electronics,debit_card,same_city,1,4,368.67,0,3,9,950,0,0,0,0
TXN0012426,10023,529,grocery,net_banking,same_city,20,5,138.63,0,0,10,493,0,0,0,0
TXN0012427,11038,627,gaming,debit_card,same_city,1,5,50.0,0,0,4,968,0,0,0,0
TXN0012428,10675,810,grocery,debit_card,same_city,23,1,50.0,0,0,4,1982,0,0,0,0
TXN0012429,12572,539,fashion,credit_card,same_state,23,2,231.54,1,0,4,615,0,0,0,0
TXN0012430,12394,596,fuel,credit_card,same_city,13,4,124.75,0,1,6,2488,1,0,0,0
TXN0012431,10171,723,travel,credit_card,same_city,13,1,173.45,0,1,7,765,1,0,0,0
TXN0012432,11892,591,grocery,credit_card,same_city,9,5,50.0,0,1,5,425,0,0,0,0
TXN0012433,12759,779,electronics,debit_card,same_city,9,5,536.49,0,2,7,2277,0,0,1,0
TXN0012434,10488,669,grocery,credit_card,same_city,10,1,50.0,0,1,7,1506,0,0,0,0
TXN0012435,11485,783,electronics,debit_card,same_city,11,5,439.42,0,3,4,285,0,0,1,0
TXN0012436,12425,721,grocery,debit_card,same_city,9,4,348.38,0,1,4,477,0,0,0,0
TXN0012437,12419,616,grocery,credit_card,same_city,23,5,87.04,2,1,9,870,1,0,0,0
TXN0012438,10756,747,grocery,upi,same_city,14,3,57.8,0,1,6,2020,0,0,0,0
TXN0012439,12524,860,gaming,upi,same_city,6,3,443.22,1,1,5,48,0,0,0,0
TXN0012440,12429,848,fashion,credit_card,same_city,10,6,618.64,0,2,4,1844,0,0,0,1
TXN0012441,10154,853,grocery,credit_card,same_state,19,6,66.92,2,3,12,376,0,0,0,0
TXN0012442,10256,588,electronics,debit_card,different_state,22,5,457.3,0,2,4,2113,1,0,0,0
TXN0012443,11779,577,fashion,wallet,same_state,13,4,54.67,1,0,10,1737,0,0,0,0
TXN0012444,10673,573,jewelry,wallet,same_city,10,5,281.93,2,1,6,567,0,0,1,0
TXN0012445,12115,891,grocery,wallet,same_city,13,0,203.45,0,1,4,485,0,0,0,0
TXN0012446,12391,513,electronics,debit_card,different_state,10,2,65.15,0,4,9,1355,0,0,0,0
TXN0012447,10672,544,fashion,debit_card,same_city,6,4,139.84,0,2,3,182,0,0,0,0
TXN0012448,12438,537,grocery,upi,different_state,11,2,50.0,0,2,7,420,0,0,0,0
TXN0012449,11472,744,fuel,net_banking,same_state,16,6,76.91,0,0,2,521,0,0,0,0
TXN0012450,10258,561,gaming,debit_card,same_state,6,0,50.41,0,2,6,2439,0,0,1,0
TXN0012451,10306,595,fuel,credit_card,same_city,12,6,301.99,0,1,8,1248,0,0,0,0
TXN0012452,11118,822,grocery,debit_card,same_state,17,3,50.0,0,0,7,497,0,0,0,0
TXN0012453,12997,751,fashion,upi,same_city,22,1,176.25,0,1,4,2448,0,0,0,0
TXN0012454,10245,560,fuel,upi,same_city,8,5,64.26,0,2,7,657,0,0,0,0
TXN0012455,12780,768,fashion,wallet,same_state,3,4,954.79,0,1,9,1504,0,0,1,0
TXN0012456,11658,618,restaurant,upi,same_city,7,3,93.98,0,0,1,704,1,0,1,0
TXN0012457,10186,586,travel,net_banking,same_city,5,2,50.0,0,1,7,1819,0,1,0,0
TXN0012458,11797,582,fashion,debit_card,same_city,18,6,126.2,0,2,5,1122,0,0,0,0
TXN0012459,10924,579,travel,debit_card,same_city,22,1,533.17,0,2,5,322,0,0,0,0
TXN0012460,10784,727,crypto,credit_card,same_state,11,2,247.85,0,2,6,487,0,1,1,0
TXN0012461,11595,802,fuel,wallet,same_city,21,1,50.0,0,0,5,1454,0,0,0,0
TXN0012462,12455,610,electronics,wallet,different_state,12,6,145.78,1,3,6,2327,0,0,0,0
TXN0012463,11360,869,restaurant,credit_card,international,18,2,78.72,0,1,3,2415,0,0,0,0
TXN0012464,10340,809,gaming,wallet,same_city,1,1,394.36,0,1,5,838,0,1,0,0
TXN0012465,10562,570,fuel,upi,same_city,5,2,64.31,0,0,7,546,0,0,0,0
TXN0012466,10650,827,crypto,credit_card,same_city,8,1,660.11,1,1,5,836,0,0,0,0
TXN0012467,12999,524,fuel,credit_card,same_city,11,5,50.0,0,2,6,1127,0,0,1,0
TXN0012468,11193,778,fashion,wallet,same_city,14,4,276.39,0,0,8,468,0,0,0,0
TXN0012469,10068,701,restaurant,credit_card,same_city,4,1,63.43,0,0,5,1742,0,0,0,0
TXN0012470,11583,724,travel,upi,same_city,5,1,712.42,0,0,3,885,0,0,0,0
TXN0012471,12428,766,crypto,wallet,same_city,17,5,519.49,0,1,3,680,0,0,0,0
TXN0012472,12104,782,gaming,credit_card,same_city,9,4,50.0,1,0,8,326,0,0,0,0
TXN0012473,11300,616,jewelry,upi,same_city,20,4,130.07,0,1,3,1231,0,0,0,0
TXN0012474,12897,566,restaurant,debit_card,international,19,4,162.64,0,3,6,375,1,0,0,0
TXN0012475,11122,546,grocery,debit_card,same_city,10,2,50.0,0,1,4,2193,0,1,0,0
TXN0012476,10915,740,grocery,credit_card,same_city,8,1,168.27,0,0,3,1767,0,0,0,0
TXN0012477,12372,677,fashion,credit_card,same_state,3,5,91.62,1,0,3,1857,0,0,1,0
TXN0012478,10460,507,restaurant,debit_card,different_state,7,3,63.77,0,0,4,295,0,0,1,0
TXN0012479,12226,682,travel,credit_card,same_state,10,4,318.59,1,2,4,1796,0,0,0,0
TXN0012480,10843,576,crypto,upi,same_city,23,2,801.19,0,1,5,2273,0,0,0,0
TXN0012481,10573,566,gaming,upi,same_city,8,2,50.0,0,1,5,2328,0,0,1,0
TXN0012482,10118,647,travel,upi,same_city,1,5,3047.64,1,1,5,62,0,0,0,0
TXN0012483,12596,672,travel,wallet,same_city,8,1,459.25,0,1,2,2176,0,0,0,0
TXN0012484,10645,534,electronics,credit_card,same_city,5,6,1357.63,0,1,3,2263,0,0,0,0
TXN0012485,11478,576,fuel,wallet,same_city,6,6,153.04,0,1,10,816,1,0,1,0
TXN0012486,12073,779,jewelry,credit_card,same_state,3,4,527.0,0,0,4,1643,0,0,0,0
TXN0012487,11513,684,grocery,credit_card,same_state,18,1,50.0,0,1,9,1677,0,0,0,0
TXN0012488,12031,554,restaurant,credit_card,same_state,5,0,203.26,0,1,4,726,0,0,0,0
TXN0012489,11031,892,fuel,upi,same_city,0,4,199.06,0,1,4,1678,0,0,0,0
TXN0012490,10968,593,grocery,upi,different_state,23,3,50.0,0,2,7,2449,0,0,0,0
TXN0012491,12010,643,grocery,debit_card,same_city,11,2,50.0,0,1,2,204,1,0,0,0
TXN0012492,11539,746,restaurant,debit_card,same_city,18,2,102.82,1,0,3,53,0,0,1,0
TXN0012493,12580,699,grocery,upi,same_city,17,4,50.0,0,1,6,2332,0,0,0,0
TXN0012494,12196,735,gaming,wallet,same_state,3,0,113.6,0,1,6,1308,0,0,1,0
TXN0012495,11511,813,grocery,wallet,same_city,22,3,96.46,1,2,11,2355,0,0,0,0
TXN0012496,11048,819,travel,debit_card,same_city,18,5,207.65,0,2,5,1785,1,0,0,0
TXN0012497,10654,719,grocery,credit_card,same_state,3,2,60.45,0,0,5,960,0,0,0,0
TXN0012498,11954,831,fuel,credit_card,different_state,7,1,72.89,0,1,3,2109,1,0,0,0
TXN0012499,12992,870,grocery,credit_card,same_city,13,1,261.84,0,2,7,1200,0,0,0,0
TXN0012500,10554,715,travel,upi,different_state,0,1,415.93,0,0,4,10,0,0,0,0
TXN0012501,10424,548,electronics,upi,different_state,1,2,156.7,0,0,3,2168,0,1,0,0
TXN0012502,10292,784,electronics,credit_card,same_city,9,1,228.07,0,1,7,2409,0,0,1,0
TXN0012503,11208,617,grocery,credit_card,same_city,12,2,50.0,0,1,4,1950,0,1,0,0
TXN0012504,12601,581,grocery,debit_card,different_state,20,4,53.34,1,0,4,1373,0,0,0,0
TXN0012505,10430,762,fashion,net_banking,same_state,6,1,85.27,0,1,8,1148,0,0,0,0
TXN0012506,12651,576,fuel,credit_card,same_city,6,1,65.22,1,0,3,181,0,0,0,0
TXN0012507,10316,710,electronics,upi,same_state,20,2,499.79,2,0,7,1702,0,0,0,0
TXN0012508,10397,621,gaming,upi,same_state,0,5,50.0,0,3,8,54,0,0,0,0
TXN0012509,11347,824,electronics,net_banking,same_city,14,2,148.85,1,3,4,461,1,0,0,0
TXN0012510,11588,589,fuel,debit_card,same_city,16,2,279.24,1,0,1,735,0,0,1,0
TXN0012511,10595,757,travel,upi,same_city,21,3,155.99,0,0,4,1765,0,0,0,0
TXN0012512,12593,660,crypto,upi,same_state,23,4,501.78,0,0,8,1460,0,0,0,0
TXN0012513,12123,675,fashion,upi,same_city,23,1,79.46,0,1,3,1459,0,0,0,0
TXN0012514,12912,792,electronics,upi,same_city,16,2,237.36,1,5,10,976,0,0,0,0
TXN0012515,11943,588,grocery,debit_card,different_state,20,2,160.8,1,1,6,1475,0,0,0,0
TXN0012516,10915,626,fuel,upi,different_state,19,6,109.99,0,2,4,653,0,0,0,0
TXN0012517,12756,858,restaurant,upi,international,1,2,50.0,1,0,2,1489,0,0,1,0
TXN0012518,12533,785,gaming,wallet,same_state,8,1,50.0,0,1,2,1993,0,0,0,0
TXN0012519,12794,796,grocery,debit_card,same_city,11,2,50.0,0,0,4,1393,0,0,0,0
TXN0012520,11255,759,grocery,credit_card,same_state,18,3,58.27,0,1,4,462,0,0,0,0
TXN0012521,12597,838,grocery,upi,same_city,12,3,216.14,1,0,5,1462,0,0,0,0
TXN0012522,10975,743,restaurant,debit_card,same_city,18,2,145.97,0,1,6,475,0,0,0,0
TXN0012523,11075,610,fashion,debit_card,different_state,9,4,208.99,0,0,4,2328,0,0,0,0
TXN0012524,12989,523,crypto,credit_card,same_city,6,3,194.81,0,0,2,420,0,0,0,0
TXN0012525,12966,549,electronics,debit_card,same_city,11,1,106.64,0,0,0,1714,0,0,0,0
TXN0012526,11244,536,crypto,upi,same_city,9,0,402.24,0,1,2,1559,0,0,0,0
TXN0012527,11451,680,grocery,credit_card,same_city,1,6,99.48,0,1,7,1999,0,0,0,0
